Jun 01 04:03:02 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:32 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:33 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 195.00kW, idlePower 0.00kW
Jun 01 04:03:33 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:33 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 195.00kW, availableCurrent 243.44A
Jun 01 04:03:33 pbc805673 pdserver[982]: bus[busB] available current 243.4375762939453A
Jun 01 04:03:33 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:33 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:34 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.76A, 830.00V, 880.00V-max
Jun 01 04:03:34 pbc805673 chassis-server[600]: 014: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:34 pbc805673 chassis-server[600]: 011: setTargets(busB, 47.36A, 830.00V, 880.00V-max
Jun 01 04:03:34 pbc805673 chassis-server[600]: 012: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:34 pbc805673 chassis-server[600]: 015: setTargets(busB, 48.96A, 830.00V, 880.00V-max
Jun 01 04:03:34 pbc805673 chassis-server[600]: 016: setTargets(busB, 46.00A, 830.00V, 880.00V-max
Jun 01 04:03:34 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.30A, 830.00V, 880.00V-max
Jun 01 04:03:34 pbc805673 chassis-server[600]: 011: setTargets(busB, 46.00A, 830.00V, 880.00V-max
Jun 01 04:03:34 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:34 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:34 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:34 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:34 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:34 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:35 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:35 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:35 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:35 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 194.50kW, idlePower 0.00kW
Jun 01 04:03:35 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:35 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 194.50kW, availableCurrent 241.88A
Jun 01 04:03:35 pbc805673 pdserver[982]: bus[busB] available current 241.87531280517578A
Jun 01 04:03:35 pbc805673 pdserver[982]: bus[busB] available power 194.5kW
Jun 01 04:03:35 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:35 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:35 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:35 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:35 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:35 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:36 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:36 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:36 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:36 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 194.50kW, idlePower 0.00kW
Jun 01 04:03:36 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:36 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 194.50kW, availableCurrent 241.94A
Jun 01 04:03:36 pbc805673 pdserver[982]: bus[busB] available current 241.9375762939453A
Jun 01 04:03:36 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:36 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:36 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:36 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:36 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:36 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:37 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:37 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:37 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:37 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 194.50kW, idlePower 0.00kW
Jun 01 04:03:37 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:37 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 194.50kW, availableCurrent 241.88A
Jun 01 04:03:37 pbc805673 pdserver[982]: bus[busB] available current 241.87531280517578A
Jun 01 04:03:37 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:37 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:37 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:37 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:37 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:37 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:38 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:38 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:38 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:38 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 194.50kW, idlePower 0.00kW
Jun 01 04:03:38 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:38 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 194.50kW, availableCurrent 241.94A
Jun 01 04:03:38 pbc805673 pdserver[982]: bus[busB] available current 241.9375762939453A
Jun 01 04:03:38 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:38 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:38 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:38 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:38 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:38 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:39 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:39 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:39 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:39 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:39 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:39 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:39 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:39 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:40 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:40 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:40 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:40 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:40 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:40 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:40 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:40 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:41 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:41 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 194.50kW, idlePower 0.00kW
Jun 01 04:03:41 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:41 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 194.50kW, availableCurrent 241.88A
Jun 01 04:03:41 pbc805673 pdserver[982]: bus[busB] available current 241.87531280517578A
Jun 01 04:03:41 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:41 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:41 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:41 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:41 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:41 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:41 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:41 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:42 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:42 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 194.50kW, idlePower 0.00kW
Jun 01 04:03:42 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:42 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 194.50kW, availableCurrent 241.94A
Jun 01 04:03:42 pbc805673 pdserver[982]: bus[busB] available current 241.9375762939453A
Jun 01 04:03:42 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:42 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:42 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:42 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:42 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:42 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:42 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:42 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:43 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:43 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:43 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:43 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:43 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:43 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:43 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:43 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:44 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:44 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.35A, 830.00V, 880.00V-max
Jun 01 04:03:44 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:44 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:44 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:44 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:44 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:44 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:44 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:44 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:44 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:44 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:44 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:44 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:45 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:45 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 194.00kW, idlePower 0.00kW
Jun 01 04:03:45 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:45 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 194.00kW, availableCurrent 241.62A
Jun 01 04:03:45 pbc805673 pdserver[982]: bus[busB] available current 241.61967849731445A
Jun 01 04:03:45 pbc805673 pdserver[982]: bus[busB] available power 194kW
Jun 01 04:03:45 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:45 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:45 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:45 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:45 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:45 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:45 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:45 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:45 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:45 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:45 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:45 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:45 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:45 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:45 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:45 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:46 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:46 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 194.00kW, idlePower 0.00kW
Jun 01 04:03:46 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:46 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 194.00kW, availableCurrent 241.56A
Jun 01 04:03:46 pbc805673 pdserver[982]: bus[busB] available current 241.5625762939453A
Jun 01 04:03:46 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:46 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:46 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:46 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:46 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:46 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:46 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:46 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:46 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:46 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:46 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:46 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:46 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:46 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:46 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:46 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:47 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:47 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 194.00kW, idlePower 0.00kW
Jun 01 04:03:47 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:47 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 194.00kW, availableCurrent 241.62A
Jun 01 04:03:47 pbc805673 pdserver[982]: bus[busB] available current 241.61967849731445A
Jun 01 04:03:47 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:47 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:47 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:47 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:47 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:47 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:47 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:47 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:47 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:47 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:47 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:47 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:47 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.68A, 830.00V, 880.00V-max
Jun 01 04:03:47 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.38A, 830.00V, 880.00V-max
Jun 01 04:03:47 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:47 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.47A, 830.00V, 880.00V-max
Jun 01 04:03:48 pbc805673 chassis-server[600]: modules: present 5, reserved 5, preparing 0, ready 5, active 5
Jun 01 04:03:48 pbc805673 chassis-server[600]: power: maxPower 200.00kW, availablePower 194.00kW, idlePower 0.00kW
Jun 01 04:03:48 pbc805673 chassis-server[600]: busA: allocatedPms 0, healthyPms 0, allocatedPower 0.00kW, availableCurrent 0.00A
Jun 01 04:03:48 pbc805673 chassis-server[600]: busB: allocatedPms 5, healthyPms 5, allocatedPower 194.00kW, availableCurrent 241.56A
Jun 01 04:03:48 pbc805673 pdserver[982]: bus[busB] available current 241.5625762939453A
Jun 01 04:03:48 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
Jun 01 04:03:48 pbc805673 chassis-server[600]: 014: setTargets(busB, 49.39A, 830.00V, 880.00V-max
Jun 01 04:03:48 pbc805673 chassis-server[600]: 012: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:48 pbc805673 chassis-server[600]: 015: setTargets(busB, 49.49A, 830.00V, 880.00V-max
Jun 01 04:03:48 pbc805673 chassis-server[600]: 016: setTargets(busB, 45.62A, 830.00V, 880.00V-max
